hora,nova_cabeceira,antiga_cabeceira,aero,hora_formated
1673533490000,03,32,FL,"Thursday, January 12, 2023 11:24:50"
1673533611000,32,07,FL,"Thursday, January 12, 2023 11:26:51"
1673570463000,33,15,GL,"Thursday, January 12, 2023 09:41:03"
1673534045000,32,03,FL,"Thursday, January 12, 2023 11:34:05"
1673572333000,33,15,KP,"Thursday, January 12, 2023 10:12:13"
1673575984000,15,33,KP,"Thursday, January 12, 2023 11:13:04"
1673534339000,11R,24R,BR,"Thursday, January 12, 2023 11:38:59"
1673546090000,14,32,FL,"Thursday, January 12, 2023 02:54:50"
1673576436000,15,33,CT,"Thursday, January 12, 2023 11:20:36"
1673546386000,21,14,FL,"Thursday, January 12, 2023 02:59:46"
1673534464000,33,34,KP,"Thursday, January 12, 2023 11:41:04"
1673577427000,33,12,KP,"Thursday, January 12, 2023 11:37:07"
1673546650000,17,10,SV,"Thursday, January 12, 2023 03:04:10"
1673534948000,17,10,SV,"Thursday, January 12, 2023 11:49:08"
1673535356000,03,07,FL,"Thursday, January 12, 2023 11:55:56"
1673580020000,35,10,SV,"Friday, January 13, 2023 12:20:20"
1673548198000,10,17,SV,"Thursday, January 12, 2023 03:29:58"
1673580276000,10,35,SV,"Friday, January 13, 2023 12:24:36"
1673589524000,15,33,GL,"Friday, January 13, 2023 02:58:44"
1673549202000,17,10,SV,"Thursday, January 12, 2023 03:46:42"
1673549254000,14,21,FL,"Thursday, January 12, 2023 03:47:34"
1673549692000,10,17,SV,"Thursday, January 12, 2023 03:54:52"
1673536535000,10,17,SV,"Thursday, January 12, 2023 12:15:35"
1673536737000,20L,02R,RJ,"Thursday, January 12, 2023 12:18:57"
1673537382000,21,32,FL,"Thursday, January 12, 2023 12:29:42"
1673537605000,32,21,FL,"Thursday, January 12, 2023 12:33:25"
1673595186000,33,15,KP,"Friday, January 13, 2023 04:33:06"
1673598859000,28L,10R,GR,"Friday, January 13, 2023 05:34:19"
1673600496000,35L,17R,SP,"Friday, January 13, 2023 06:01:36"
1673552446000,17,10,SV,"Thursday, January 12, 2023 04:40:46"
1673601295000,02R,20L,RJ,"Friday, January 13, 2023 06:14:55"
1673552696000,29R,11L,BR,"Thursday, January 12, 2023 04:44:56"
1673538860000,15,20L,KP,"Thursday, January 12, 2023 12:54:20"
1673538902000,20L,15,RJ,"Thursday, January 12, 2023 12:55:02"
1673553222000,03,14,FL,"Thursday, January 12, 2023 04:53:42"
1673553402000,14,03,FL,"Thursday, January 12, 2023 04:56:42"
1673553682000,15,17,GL,"Thursday, January 12, 2023 05:01:22"
1673554214000,10,17,SV,"Thursday, January 12, 2023 05:10:14"
1673554476000,21,14,FL,"Thursday, January 12, 2023 05:14:36"
1673554496000,15,33,CT,"Thursday, January 12, 2023 05:14:56"
1673554987000,14,21,FL,"Thursday, January 12, 2023 05:23:07"
1673555144000,17,10,SV,"Thursday, January 12, 2023 05:25:44"
1673556008000,11,29,PA,"Thursday, January 12, 2023 05:40:08"
1673539338000,17,10,SV,"Thursday, January 12, 2023 01:02:18"
1673539916000,10,17,SV,"Thursday, January 12, 2023 01:11:56"
1673540975000,15,33,GL,"Thursday, January 12, 2023 01:29:35"
1673541506000,15,08,GL,"Thursday, January 12, 2023 01:38:26"
1673541861000,32,15,FL,"Thursday, January 12, 2023 01:44:21"
1673542338000,17,10,SV,"Thursday, January 12, 2023 01:52:18"
1673542415000,32,07,FL,"Thursday, January 12, 2023 01:53:35"
1673542572000,10,17,SV,"Thursday, January 12, 2023 01:56:12"
1673542890000,03,32,FL,"Thursday, January 12, 2023 02:01:30"
1673543759000,20L,21,RJ,"Thursday, January 12, 2023 02:15:59"
1673543806000,32,03,FL,"Thursday, January 12, 2023 02:16:46"
1673556271000,35L,16,SP,"Thursday, January 12, 2023 05:44:31"
1673556289000,29L,07,BR,"Thursday, January 12, 2023 05:44:49"
1673556354000,10,17,SV,"Thursday, January 12, 2023 05:45:54"
1673556717000,15,29L,GL,"Thursday, January 12, 2023 05:51:57"
1673557318000,03,14,FL,"Thursday, January 12, 2023 06:01:58"
1673557503000,15,21,GL,"Thursday, January 12, 2023 06:05:03"
1673602271000,33,15,CT,"Friday, January 13, 2023 06:31:11"
1673544458000,32,05,FL,"Thursday, January 12, 2023 02:27:38"
1673603667000,33,15,KP,"Friday, January 13, 2023 06:54:27"
1673558140000,14,03,FL,"Thursday, January 12, 2023 06:15:40"
1673604652000,33,25,KP,"Friday, January 13, 2023 07:10:52"
1673605622000,20L,02R,RJ,"Friday, January 13, 2023 07:27:02"
1673560002000,15,33,KP,"Thursday, January 12, 2023 06:46:42"
1673545920000,14,32,FL,"Thursday, January 12, 2023 02:52:00"
1673605730000,02R,20L,RJ,"Friday, January 13, 2023 07:28:50"
1673560875000,10R,28L,GR,"Thursday, January 12, 2023 07:01:15"
1673560937000,15,16,GL,"Thursday, January 12, 2023 07:02:17"
1673561156000,11L,29R,BR,"Thursday, January 12, 2023 07:05:56"
1673561232000,21,14,FL,"Thursday, January 12, 2023 07:07:12"
1673562088000,14,21,FL,"Thursday, January 12, 2023 07:21:28"
1673606551000,15,08,GL,"Friday, January 13, 2023 07:42:31"
1673606621000,02R,07,RJ,"Friday, January 13, 2023 07:43:41"
1673565272000,17R,35L,SP,"Thursday, January 12, 2023 08:14:32"
1673608026000,15,08,GL,"Friday, January 13, 2023 08:07:06"
1673568148000,33,15,CT,"Thursday, January 12, 2023 09:02:28"
1673610115000,17,10,SV,"Friday, January 13, 2023 08:41:55"
1673616342000,15,05,GL,"Friday, January 13, 2023 10:25:42"
1673616477000,32,05,FL,"Friday, January 13, 2023 10:27:57"
1673610363000,33,16,KP,"Friday, January 13, 2023 08:46:03"
1673610803000,10,17,SV,"Friday, January 13, 2023 08:53:23"
1673617690000,35,10,SV,"Friday, January 13, 2023 10:48:10"
1673617761000,34,16,CF,"Friday, January 13, 2023 10:49:21"
1673627675000,17,10,SV,"Friday, January 13, 2023 01:34:35"
1673627814000,10,17,SV,"Friday, January 13, 2023 01:36:54"
1673610916000,15,03,GL,"Friday, January 13, 2023 08:55:16"
1673617977000,02R,03,RJ,"Friday, January 13, 2023 10:52:57"
1673618008000,33,34,KP,"Friday, January 13, 2023 10:53:28"
1673611179000,29,11,PA,"Friday, January 13, 2023 08:59:39"
1673618569000,17,35,SV,"Friday, January 13, 2023 11:02:49"
1673618678000,10,17,SV,"Friday, January 13, 2023 11:04:38"
1673628510000,17,10,SV,"Friday, January 13, 2023 01:48:30"
1673628669000,10,17,SV,"Friday, January 13, 2023 01:51:09"
1673628677000,16,34,CF,"Friday, January 13, 2023 01:51:17"
1673629208000,33,16,GL,"Friday, January 13, 2023 02:00:08"
1673618933000,32,29,FL,"Friday, January 13, 2023 11:08:53"
1673612124000,03,33,FL,"Friday, January 13, 2023 09:15:24"
1673619036000,17,10,SV,"Friday, January 13, 2023 11:10:36"
1673619256000,10,17,SV,"Friday, January 13, 2023 11:14:16"
1673619371000,16,34,CF,"Friday, January 13, 2023 11:16:11"
1673630003000,17,10,SV,"Friday, January 13, 2023 02:13:23"
1673630146000,10,17,SV,"Friday, January 13, 2023 02:15:46"
1673630398000,17,10,SV,"Friday, January 13, 2023 02:19:58"
1673630411000,29R,11L,BR,"Friday, January 13, 2023 02:20:11"
1673619630000,03,32,FL,"Friday, January 13, 2023 11:20:30"
1673630622000,10,17,SV,"Friday, January 13, 2023 02:23:42"
1673630679000,03,32,FL,"Friday, January 13, 2023 02:24:39"
1673612540000,15,03,GL,"Friday, January 13, 2023 09:22:20"
1673630696000,03,32,FL,"Friday, January 13, 2023 02:24:56"
1673620082000,32,03,FL,"Friday, January 13, 2023 11:28:02"
1673620146000,34,16,CF,"Friday, January 13, 2023 11:29:06"
1673612691000,17,10,SV,"Friday, January 13, 2023 09:24:51"
1673620335000,17,10,SV,"Friday, January 13, 2023 11:32:15"
1673631072000,32,03,FL,"Friday, January 13, 2023 02:31:12"
1673631244000,29,33,CT,"Friday, January 13, 2023 02:34:04"
1673631268000,15,33,GL,"Friday, January 13, 2023 02:34:28"
1673620699000,10,17,SV,"Friday, January 13, 2023 11:38:19"
1673631874000,33,29,CT,"Friday, January 13, 2023 02:44:34"
1673613622000,10,17,SV,"Friday, January 13, 2023 09:40:22"
1673632254000,32,11,FL,"Friday, January 13, 2023 02:50:54"
1673632775000,11,29,PA,"Friday, January 13, 2023 02:59:35"
1673632892000,17,10,SV,"Friday, January 13, 2023 03:01:32"
1673633020000,10,17,SV,"Friday, January 13, 2023 03:03:40"
1673633250000,17,10,SV,"Friday, January 13, 2023 03:07:30"
1673621348000,17,10,SV,"Friday, January 13, 2023 11:49:08"
1673622228000,33,15,GL,"Friday, January 13, 2023 12:03:48"
1673622305000,35R,21,SP,"Friday, January 13, 2023 12:05:05"
1673622513000,10,17,SV,"Friday, January 13, 2023 12:08:33"
1673622636000,17,10,SV,"Friday, January 13, 2023 12:10:36"
1673622842000,10,17,SV,"Friday, January 13, 2023 12:14:02"
1673633351000,10,17,SV,"Friday, January 13, 2023 03:09:11"
1673614231000,33,25,KP,"Friday, January 13, 2023 09:50:31"
1673633758000,35,10,SV,"Friday, January 13, 2023 03:15:58"
1673634174000,10,35,SV,"Friday, January 13, 2023 03:22:54"
1673623306000,17,10,SV,"Friday, January 13, 2023 12:21:46"
1673623336000,35L,30,SP,"Friday, January 13, 2023 12:22:16"
1673623451000,33,16,GL,"Friday, January 13, 2023 12:24:11"
1673623544000,10,17,SV,"Friday, January 13, 2023 12:25:44"
1673634581000,17,10,SV,"Friday, January 13, 2023 03:29:41"
1673635053000,32,03,FL,"Friday, January 13, 2023 03:37:33"
1673614237000,15,08,GL,"Friday, January 13, 2023 09:50:37"
1673635229000,29,11,PA,"Friday, January 13, 2023 03:40:29"
1673625124000,21,32,FL,"Friday, January 13, 2023 12:52:04"
1673614321000,32,25,FL,"Friday, January 13, 2023 09:52:01"
1673625639000,02R,07,RJ,"Friday, January 13, 2023 01:00:39"
1673614430000,20L,02R,RJ,"Friday, January 13, 2023 09:53:50"
1673626212000,32,21,FL,"Friday, January 13, 2023 01:10:12"
1673626327000,20L,02R,RJ,"Friday, January 13, 2023 01:12:07"
1673635662000,10,17,SV,"Friday, January 13, 2023 03:47:42"
1673635789000,11,29,PA,"Friday, January 13, 2023 03:49:49"
1673614663000,02R,20L,RJ,"Friday, January 13, 2023 09:57:43"
1673636398000,35L,30,SP,"Friday, January 13, 2023 03:59:58"
1673626468000,17,10,SV,"Friday, January 13, 2023 01:14:28"
1673626653000,10,17,SV,"Friday, January 13, 2023 01:17:33"
1673615418000,33,05,KP,"Friday, January 13, 2023 10:10:18"
1673708500000,17,10,SV,"Saturday, January 14, 2023 12:01:40"
1673639492000,17,10,SV,"Friday, January 13, 2023 04:51:32"
1673708625000,28L,30,GR,"Saturday, January 14, 2023 12:03:45"
1673708642000,35L,17,SP,"Saturday, January 14, 2023 12:04:02"
1673708764000,21,14,FL,"Saturday, January 14, 2023 12:06:04"
1673708817000,02R,20L,RJ,"Saturday, January 14, 2023 12:06:57"
1673640953000,20L,21,RJ,"Friday, January 13, 2023 05:15:53"
1673641115000,33,30,KP,"Friday, January 13, 2023 05:18:35"
1673641129000,34,16,CF,"Friday, January 13, 2023 05:18:49"
1673708956000,35R,03,SP,"Saturday, January 14, 2023 12:09:16"
1673641154000,18,17,RF,"Friday, January 13, 2023 05:19:14"
1673641293000,10,18,SV,"Friday, January 13, 2023 05:21:33"
1673641443000,33,15,GL,"Friday, January 13, 2023 05:24:03"
1673641598000,17,10,SV,"Friday, January 13, 2023 05:26:38"
1673641660000,03,32,FL,"Friday, January 13, 2023 05:27:40"
1673642006000,32,03,FL,"Friday, January 13, 2023 05:33:26"
1673693006000,17,10,SV,"Saturday, January 14, 2023 07:43:26"
1673694543000,10,17,SV,"Saturday, January 14, 2023 08:09:03"
1673642095000,21,32,FL,"Friday, January 13, 2023 05:34:55"
1673709630000,10,17,SV,"Saturday, January 14, 2023 12:20:30"
1673642234000,10,17,SV,"Friday, January 13, 2023 05:37:14"
1673642318000,17,10,SV,"Friday, January 13, 2023 05:38:38"
1673643058000,10,17,SV,"Friday, January 13, 2023 05:50:58"
1673643103000,32,21,FL,"Friday, January 13, 2023 05:51:43"
1673696249000,18,12,RF,"Saturday, January 14, 2023 08:37:29"
1673696278000,16,04,CF,"Saturday, January 14, 2023 08:37:58"
1673697219000,28L,10R,GR,"Saturday, January 14, 2023 08:53:39"
1673698085000,03,32,FL,"Saturday, January 14, 2023 09:08:05"
1673644399000,02R,20L,RJ,"Friday, January 13, 2023 06:13:19"
1673644417000,21,32,FL,"Friday, January 13, 2023 06:13:37"
1673644496000,03,21,FL,"Friday, January 13, 2023 06:14:56"
1673709874000,17,10,SV,"Saturday, January 14, 2023 12:24:34"
1673699480000,32,03,FL,"Saturday, January 14, 2023 09:31:20"
1673699502000,35L,17,SP,"Saturday, January 14, 2023 09:31:42"
1673700854000,32,25,FL,"Saturday, January 14, 2023 09:54:14"
1673645973000,32,03,FL,"Friday, January 13, 2023 06:39:33"
1673646249000,20L,02R,RJ,"Friday, January 13, 2023 06:44:09"
1673646367000,33,15,KP,"Friday, January 13, 2023 06:46:07"
1673646420000,02R,20L,RJ,"Friday, January 13, 2023 06:47:00"
1673646650000,15,33,GL,"Friday, January 13, 2023 06:50:50"
1673647415000,33,29R,KP,"Friday, January 13, 2023 07:03:35"
1673647797000,29R,33,BR,"Friday, January 13, 2023 07:09:57"
1673649324000,11L,29L,BR,"Friday, January 13, 2023 07:35:24"
1673710191000,10,17,SV,"Saturday, January 14, 2023 12:29:51"
1673650726000,16,34,CF,"Friday, January 13, 2023 07:58:46"
1673650732000,10R,28L,GR,"Friday, January 13, 2023 07:58:52"
1673651311000,33,36,KP,"Friday, January 13, 2023 08:08:31"
1673651910000,33,15,GL,"Friday, January 13, 2023 08:18:30"
1673652252000,14,32,FL,"Friday, January 13, 2023 08:24:12"
1673702957000,29,35L,PA,"Saturday, January 14, 2023 10:29:17"
1673703154000,35L,29,SP,"Saturday, January 14, 2023 10:32:34"
1673703362000,17,10,SV,"Saturday, January 14, 2023 10:36:02"
1673703506000,10,17,SV,"Saturday, January 14, 2023 10:38:26"
1673653053000,11,13,PA,"Friday, January 13, 2023 08:37:33"
1673653109000,17,10,SV,"Friday, January 13, 2023 08:38:29"
1673654536000,29R,11R,BR,"Friday, January 13, 2023 09:02:16"
1673710934000,14,21,FL,"Saturday, January 14, 2023 12:42:14"
1673656400000,15,33,GL,"Friday, January 13, 2023 09:33:20"
1673656788000,15,33,KP,"Friday, January 13, 2023 09:39:48"
1673658254000,33,15,KP,"Friday, January 13, 2023 10:04:14"
1673658387000,15,33,KP,"Friday, January 13, 2023 10:06:27"
1673658739000,10,17,SV,"Friday, January 13, 2023 10:12:19"
1673703998000,03,32,FL,"Saturday, January 14, 2023 10:46:38"
1673704211000,32,03,FL,"Saturday, January 14, 2023 10:50:11"
1673662107000,10L,13,GR,"Friday, January 13, 2023 11:08:27"
1673711063000,20L,02R,RJ,"Saturday, January 14, 2023 12:44:23"
1673662648000,29,11,PA,"Friday, January 13, 2023 11:17:28"
1673663091000,28L,10R,GR,"Friday, January 13, 2023 11:24:51"
1673663354000,33,15,KP,"Friday, January 13, 2023 11:29:14"
1673663758000,15,33,KP,"Friday, January 13, 2023 11:35:58"
1673704821000,20L,02R,RJ,"Saturday, January 14, 2023 11:00:21"
1673713402000,35,10,SV,"Saturday, January 14, 2023 01:23:22"
1673705706000,17,10,SV,"Saturday, January 14, 2023 11:15:06"
1673705818000,10,17,SV,"Saturday, January 14, 2023 11:16:58"
1673706017000,32,23,FL,"Saturday, January 14, 2023 11:20:17"
1673706377000,21,32,FL,"Saturday, January 14, 2023 11:26:17"
1673668817000,32,14,FL,"Saturday, January 14, 2023 01:00:17"
1673671818000,10R,28L,GR,"Saturday, January 14, 2023 01:50:18"
1673682193000,34,16,CF,"Saturday, January 14, 2023 04:43:13"
1673683178000,33,15,KP,"Saturday, January 14, 2023 04:59:38"
1673685537000,11L,29R,BR,"Saturday, January 14, 2023 05:38:57"
1673686125000,16,34,CF,"Saturday, January 14, 2023 05:48:45"
1673688566000,35L,11R,SP,"Saturday, January 14, 2023 06:29:26"
1673688673000,11R,35L,BR,"Saturday, January 14, 2023 06:31:13"
1673690737000,11,33,CT,"Saturday, January 14, 2023 07:05:37"
1673691418000,33,11,CT,"Saturday, January 14, 2023 07:16:58"
1673706851000,14,21,FL,"Saturday, January 14, 2023 11:34:11"
1673707046000,17,11,SV,"Saturday, January 14, 2023 11:37:26"
1673724609000,21,14,FL,"Saturday, January 14, 2023 04:30:09"
1673725228000,14,21,FL,"Saturday, January 14, 2023 04:40:28"
1673725272000,11,29,PA,"Saturday, January 14, 2023 04:41:12"
1673713680000,10,35,SV,"Saturday, January 14, 2023 01:28:00"
1673713929000,17,10,SV,"Saturday, January 14, 2023 01:32:09"
1673725541000,17,10,SV,"Saturday, January 14, 2023 04:45:41"
1673714359000,10,17,SV,"Saturday, January 14, 2023 01:39:19"
1673725817000,11,33,CT,"Saturday, January 14, 2023 04:50:17"
1673726660000,33,11,CT,"Saturday, January 14, 2023 05:04:20"
1673726994000,10,17,SV,"Saturday, January 14, 2023 05:09:54"
1673714687000,15,07,GL,"Saturday, January 14, 2023 01:44:47"
1673715663000,17,10,SV,"Saturday, January 14, 2023 02:01:03"
1673727843000,17,10,SV,"Saturday, January 14, 2023 05:24:03"
1673728070000,10,17,SV,"Saturday, January 14, 2023 05:27:50"
1673786047000,18,36,RF,"Sunday, January 15, 2023 09:34:07"
1673715802000,10,17,SV,"Saturday, January 14, 2023 02:03:22"
1673716506000,17,10,SV,"Saturday, January 14, 2023 02:15:06"
1673716616000,10,17,SV,"Saturday, January 14, 2023 02:16:56"
1673787114000,17,10,SV,"Sunday, January 15, 2023 09:51:54"
1673787245000,28L,10R,GR,"Sunday, January 15, 2023 09:54:05"
1673731377000,33,30,KP,"Saturday, January 14, 2023 06:22:57"
1673731596000,17,10,SV,"Saturday, January 14, 2023 06:26:36"
1673716746000,21,14,FL,"Saturday, January 14, 2023 02:19:06"
1673732577000,10,17,SV,"Saturday, January 14, 2023 06:42:57"
1673733878000,16,34,CF,"Saturday, January 14, 2023 07:04:38"
1673788264000,20L,02R,RJ,"Sunday, January 15, 2023 10:11:04"
1673788386000,20L,21,RJ,"Sunday, January 15, 2023 10:13:06"
1673788558000,14,32,FL,"Sunday, January 15, 2023 10:15:58"
1673734980000,17,10,SV,"Saturday, January 14, 2023 07:23:00"
1673736439000,02R,20L,RJ,"Saturday, January 14, 2023 07:47:19"
1673736780000,10,17,SV,"Saturday, January 14, 2023 07:53:00"
1673788723000,10,17,SV,"Sunday, January 15, 2023 10:18:43"
1673739093000,15,33,CT,"Saturday, January 14, 2023 08:31:33"
1673717215000,14,21,FL,"Saturday, January 14, 2023 02:26:55"
1673739154000,15,33,KP,"Saturday, January 14, 2023 08:32:34"
1673739822000,10R,28L,GR,"Saturday, January 14, 2023 08:43:42"
1673740426000,11L,29L,BR,"Saturday, January 14, 2023 08:53:46"
1673743398000,35,10,SV,"Saturday, January 14, 2023 09:43:18"
1673743880000,10,35,SV,"Saturday, January 14, 2023 09:51:20"
1673746405000,14,10R,FL,"Saturday, January 14, 2023 10:33:25"
1673746861000,10R,14,GR,"Saturday, January 14, 2023 10:41:01"
1673788996000,33,36,KP,"Sunday, January 15, 2023 10:23:16"
1673789308000,35L,17R,SP,"Sunday, January 15, 2023 10:28:28"
1673789376000,11,35L,PA,"Sunday, January 15, 2023 10:29:36"
1673789381000,35L,11,SP,"Sunday, January 15, 2023 10:29:41"
1673789784000,17,10,SV,"Sunday, January 15, 2023 10:36:24"
1673789859000,15,05,GL,"Sunday, January 15, 2023 10:37:39"
1673789940000,10,17,SV,"Sunday, January 15, 2023 10:39:00"
1673767890000,11,15,CT,"Sunday, January 15, 2023 04:31:30"
1673774929000,15,11,CT,"Sunday, January 15, 2023 06:28:49"
1673778490000,17,10,SV,"Sunday, January 15, 2023 07:28:10"
1673717402000,15,10,GL,"Saturday, January 14, 2023 02:30:02"
1673790178000,20L,02R,RJ,"Sunday, January 15, 2023 10:42:58"
1673790405000,16,09,CF,"Sunday, January 15, 2023 10:46:45"
1673781050000,33,15,KP,"Sunday, January 15, 2023 08:10:50"
1673718079000,29L,11R,BR,"Saturday, January 14, 2023 02:41:19"
1673782613000,32,14,FL,"Sunday, January 15, 2023 08:36:53"
1673790660000,16,09,CF,"Sunday, January 15, 2023 10:51:00"
1673720554000,35L,30,SP,"Saturday, January 14, 2023 03:22:34"
1673791248000,17,10,SV,"Sunday, January 15, 2023 11:00:48"
1673791268000,35L,17R,SP,"Sunday, January 15, 2023 11:01:08"
1673792208000,20L,16,RJ,"Sunday, January 15, 2023 11:16:48"
1673792218000,10,17,SV,"Sunday, January 15, 2023 11:16:58"
1673783182000,10,17,SV,"Sunday, January 15, 2023 08:46:22"
1673783870000,36,18,RF,"Sunday, January 15, 2023 08:57:50"
1673783875000,35L,17R,SP,"Sunday, January 15, 2023 08:57:55"
1673784386000,16,13,CF,"Sunday, January 15, 2023 09:06:26"
1673785020000,16,13,CF,"Sunday, January 15, 2023 09:17:00"
1673721030000,34,16,CF,"Saturday, January 14, 2023 03:30:30"
1673721561000,33,17,KP,"Saturday, January 14, 2023 03:39:21"
1673785844000,33,15,CT,"Sunday, January 15, 2023 09:30:44"
1673793334000,17,10,SV,"Sunday, January 15, 2023 11:35:34"
1673721902000,35L,17,SP,"Saturday, January 14, 2023 03:45:02"
1673794561000,17,10,SV,"Sunday, January 15, 2023 11:56:01"
1673722634000,21,14,FL,"Saturday, January 14, 2023 03:57:14"
1673795210000,10,17,SV,"Sunday, January 15, 2023 12:06:50"
1673723236000,14,21,FL,"Saturday, January 14, 2023 04:07:16"
1673723395000,20L,21,RJ,"Saturday, January 14, 2023 04:09:55"
1673723974000,29,11,PA,"Saturday, January 14, 2023 04:19:34"
1673813233000,10R,28L,GR,"Sunday, January 15, 2023 05:07:13"
1673798216000,33,21,KP,"Sunday, January 15, 2023 12:56:56"
1673798489000,17,10,SV,"Sunday, January 15, 2023 01:01:29"
1673813432000,17,10,SV,"Sunday, January 15, 2023 05:10:32"
1673813982000,10,17,SV,"Sunday, January 15, 2023 05:19:42"
1673799358000,33,30,KP,"Sunday, January 15, 2023 01:15:58"
1673799784000,10,17,SV,"Sunday, January 15, 2023 01:23:04"
1673814949000,21,14,FL,"Sunday, January 15, 2023 05:35:49"
1673815567000,17,10,SV,"Sunday, January 15, 2023 05:46:07"
1673816001000,10,17,SV,"Sunday, January 15, 2023 05:53:21"
1673801300000,17,10,SV,"Sunday, January 15, 2023 01:48:20"
1673801422000,10,17,SV,"Sunday, January 15, 2023 01:50:22"
1673801797000,15,26,GL,"Sunday, January 15, 2023 01:56:37"
1673870187000,10,23,GL,"Monday, January 16, 2023 08:56:27"
1673870551000,02R,21,RJ,"Monday, January 16, 2023 09:02:31"
1673871090000,10,23,GL,"Monday, January 16, 2023 09:11:30"
1673816870000,29R,11L,BR,"Sunday, January 15, 2023 06:07:50"
1673871232000,35,10,SV,"Monday, January 16, 2023 09:13:52"
1673871241000,10,08,GL,"Monday, January 16, 2023 09:14:01"
1673802385000,21,14,FL,"Sunday, January 15, 2023 02:06:25"
1673802809000,16,13,CF,"Sunday, January 15, 2023 02:13:29"
1673803208000,17,10,SV,"Sunday, January 15, 2023 02:20:08"
1673803399000,10,17,SV,"Sunday, January 15, 2023 02:23:19"
1673803411000,16,13,CF,"Sunday, January 15, 2023 02:23:31"
1673803415000,35L,30,SP,"Sunday, January 15, 2023 02:23:35"
1673803503000,17,10,SV,"Sunday, January 15, 2023 02:25:03"
1673803679000,14,21,FL,"Sunday, January 15, 2023 02:27:59"
1673803960000,10,17,SV,"Sunday, January 15, 2023 02:32:40"
1673805543000,15,05,GL,"Sunday, January 15, 2023 02:59:03"
1673806710000,03,25,FL,"Sunday, January 15, 2023 03:18:30"
1673871833000,21,32,FL,"Monday, January 16, 2023 09:23:53"
1673872401000,02R,17R,RJ,"Monday, January 16, 2023 09:33:21"
1673872490000,17R,02R,SP,"Monday, January 16, 2023 09:34:50"
1673872544000,17,35,SV,"Monday, January 16, 2023 09:35:44"
1673872684000,10,17,SV,"Monday, January 16, 2023 09:38:04"
1673874014000,11,15,CT,"Monday, January 16, 2023 10:00:14"
1673874099000,15,11,CT,"Monday, January 16, 2023 10:01:39"
1673874599000,15,33,KP,"Monday, January 16, 2023 10:09:59"
1673874801000,20L,02R,RJ,"Monday, January 16, 2023 10:13:21"
1673875183000,10,21,GL,"Monday, January 16, 2023 10:19:43"
1673818036000,15,08,GL,"Sunday, January 15, 2023 06:27:16"
1673875503000,17R,12,SP,"Monday, January 16, 2023 10:25:03"
1673875538000,15,26,KP,"Monday, January 16, 2023 10:25:38"
1673809213000,17,10,SV,"Sunday, January 15, 2023 04:00:13"
1673809866000,10,17,SV,"Sunday, January 15, 2023 04:11:06"
1673810042000,21,14,FL,"Sunday, January 15, 2023 04:14:02"
1673810511000,14,21,FL,"Sunday, January 15, 2023 04:21:51"
1673810799000,17R,35R,SP,"Sunday, January 15, 2023 04:26:39"
1673818082000,15,33,CT,"Sunday, January 15, 2023 06:28:02"
1673810821000,17R,21,SP,"Sunday, January 15, 2023 04:27:01"
1673811241000,15,33,KP,"Sunday, January 15, 2023 04:34:01"
1673811664000,17,10,SV,"Sunday, January 15, 2023 04:41:04"
1673876604000,33,15,CT,"Monday, January 16, 2023 10:43:24"
1673876758000,10,08,GL,"Monday, January 16, 2023 10:45:58"
1673818659000,17,10,SV,"Sunday, January 15, 2023 06:37:39"
1673811996000,16,13,CF,"Sunday, January 15, 2023 04:46:36"
1673812011000,10,17,SV,"Sunday, January 15, 2023 04:46:51"
1673812125000,17,10,SV,"Sunday, January 15, 2023 04:48:45"
1673813135000,10,17,SV,"Sunday, January 15, 2023 05:05:35"
1673877636000,16,15,CF,"Monday, January 16, 2023 11:00:36"
1673877892000,33,15,KP,"Monday, January 16, 2023 11:04:52"
1673877991000,10,28,GL,"Monday, January 16, 2023 11:06:31"
1673819019000,14,21,FL,"Sunday, January 15, 2023 06:43:39"
1673819417000,10,17,SV,"Sunday, January 15, 2023 06:50:17"
1673819501000,20L,23,RJ,"Sunday, January 15, 2023 06:51:41"
1673819933000,20L,21,RJ,"Sunday, January 15, 2023 06:58:53"
1673878492000,21,23,FL,"Monday, January 16, 2023 11:14:52"
1673878693000,21,14,FL,"Monday, January 16, 2023 11:18:13"
1673878916000,14,21,FL,"Monday, January 16, 2023 11:21:56"
1673879026000,35L,17R,SP,"Monday, January 16, 2023 11:23:46"
1673820106000,17,10,SV,"Sunday, January 15, 2023 07:01:46"
1673879457000,21,14,FL,"Monday, January 16, 2023 11:30:57"
1673880234000,10,33,GL,"Monday, January 16, 2023 11:43:54"
1673879488000,14,21,FL,"Monday, January 16, 2023 11:31:28"
1673821060000,10,17,SV,"Sunday, January 15, 2023 07:17:40"
1673824294000,11,13,PA,"Sunday, January 15, 2023 08:11:34"
1673880710000,14,07,FL,"Monday, January 16, 2023 11:51:50"
1673880995000,29,11,PA,"Monday, January 16, 2023 11:56:35"
1673825464000,35L,17R,SP,"Sunday, January 15, 2023 08:31:04"
1673881434000,17,10,SV,"Monday, January 16, 2023 12:03:54"
1673881937000,10,17,SV,"Monday, January 16, 2023 12:12:17"
1673831941000,11R,29R,BR,"Sunday, January 15, 2023 10:19:01"
1673882219000,10,23,GL,"Monday, January 16, 2023 12:16:59"
1673893668000,17,10,SV,"Monday, January 16, 2023 03:27:48"
1673831948000,33,15,KP,"Sunday, January 15, 2023 10:19:08"
1673882803000,03,23,FL,"Monday, January 16, 2023 12:26:43"
